,average tilted,name
30150,-70.36951857807952,MICHAEL B OLDSTONE
30151,-73.13104767405518,CAROL  KELLOGG
30152,-81.29671253929,XAVIER  NAVARRO
30153,-77.95392848303186,WILLIAM L KATH
30154,-75.0,CHARLES  WARLOW
30155,-79.49071533754282,ELISHA  MOSES
30156,-79.40669606248743,MARK I FRIEDMAN
30157,-70.50928466245719,JON P BARNES
30158,-76.2436160437618,ALBERT J BERGER
30159,-86.41492032213135,STEPHEN R JACKSON
30160,-71.25650303893367,PETER  GRUSS
30161,-69.29958090511583,PETER H DUESBERG
30162,-66.76614951003451,ULRICH  BAESSLER
30163,-70.50928466245719,MANFRED  KLEE
30164,-72.57022850278379,KLAUS R UNNA
30165,-86.24397165590264,BRIAN  COLLIER
30166,-88.66143877291032,LUTZ  BIRNBAUMER
30167,-70.50928466245719,ALICK C ELITHORN
30168,-66.58144667519515,DIGBY  SALE
30169,-37.16298080946355,VALENTIN  ALBERTI
30170,-75.0,DEBORAH M BURKE
30171,-87.44342186310288,PATRIZIA  FATTORI
30172,-84.1228234667171,PAUL A INSEL
30173,-79.13702394713135,STEPHEN  MONSELL
30174,-73.91992000732884,GUENTER  DEBUS
30175,-87.44342186310288,LEYLA  DETOLEDO-MORRELL
30176,-75.0,DAPHNE  HOLT
30177,-75.0,FUCHUAN  SUN
30178,-75.0,JUN  KIM
30179,-73.91992000732884,PAUL  SIEGEL
30180,-75.0,ROBERT A FRANK
30181,-75.0,JAMES N CAMPBELL
30182,-70.01276527436752,RONALD  TASKER
30183,-77.25460837374311,DEAN H HAMER
30184,-67.19923630590247,RAY  PIKE
30185,-75.0,LISA  TOPOLNIK
30186,-85.43926806768745,MITCHELL J PICKER
30187,-70.01276527436752,ROGER J WATT
30188,-75.0,JOHN  HARTING
30189,-72.51596309970964,VIVIAN  ABRAHAMS
30190,-78.75,MEHMET  BILGEN
30191,-73.3239149857456,TAO-CHIUH  HSU
30192,-69.30386573588206,LEWIS VICTOR HEILBRUNN
30193,-75.0,ROBERT  SWIFT
30194,-74.23794508141926,ALFRED NORTH WHITEHEAD
30195,-75.0,HUSEIN  BOYACI
30196,-75.0,JAMES E SCHWOB
30197,-26.43389705997512,NICODEMUS OF VATOPEDI
30198,-75.0,JOSE  LASALDE DOMINICCI
30199,-75.0,SHARON M HENRY
30200,-65.40043519697728,WALTER STANLEY STILES
30201,-70.01276527436752,ENOCH  CALLAWAY
30202,-85.48831363845954,IAN H GOTLIB
30203,-75.0,YOO HUN  SUH
30204,-77.49394820811641,MAURICE  MOULINS
30205,-75.0,MASAYA  TOHYAMA
30206,-75.0,THEODORE  KOPPANYI
30207,-75.0,DEAN  FALK
30208,-73.06458906761151,MARVIN L MINSKY
30209,-68.23702011374196,LOTFI A ZADEH
30210,-83.62838961900701,IAN ALEXANDER WALMSLEY
30211,-87.44342186310288,JUYANG  WENG
30212,-66.81209829685454,LAURENT  SCHWARTZ
30213,-53.19711486431504,EMILE  BOREL
30214,-88.08972624899599,A MICHAEL ANCH
30215,-82.39322217706336,DAVID  LAIBSON
30216,-75.0,ANDREW CRAIG  CHARLES
30217,-75.0,ALAN  WINDLE
30218,-78.75,NICK  CHANDLER
30219,-75.0,ROBERT M MIURA
30220,-49.97114391604569,STEVEN N  ROPER
30221,-79.98723472563249,MELVILLE BROCK FENTON
30222,-78.75,JEROME  MERTZ
30223,-86.18669809859479,CHRISTOPHER H SOTAK
30224,-77.83924220512152,ALLAN  RECHTSCHAFFEN
30225,-81.78945505555173,JOEL W BURDICK
30226,-75.0,DIONIGI DI BORGO SAN SEPOLCRO
30227,-62.16377972186513,LINDA  HALL
30228,-75.0,JEFFREY M LEIDEN
30229,-76.71993676600671,KRISTINA MARIE ROPELLA
30230,-75.0,IGOR  TIMOFEEV
30231,-75.0,JOSEPH  RANSOHOFF
30232,-80.58733330349689,ROMAN OSIPOVICH JAKOBSON
30233,-76.42478491035133,MICHAEL  RAMSCAR
30234,-83.33723829991388,JEFFERY L TWISS
30235,-78.75,ROBERT E KEARNEY
30236,-75.0,PETER  GRASSBERGER
30237,-78.12785746004342,EROL  BASAR
30238,-85.44695228008807,JEFFREY D ROTHSTEIN
30239,-26.376666272208134,MICHAEL  MAESTLIN
30240,-64.18805929151802,THEODORUS  EXAPTERIGUS
30241,-59.86637591683979,JOHN  MAUROPOUS
30242,-75.0,WOLFRAM  NEISS
30243,-74.12421745021905,DOUGLAS K ANDERSON
30244,-75.0,LEONARD MARTIN KITZES
30245,-78.45672889312662,LUCA  STEARDO
30246,-80.88688304175099,JEAN-MARIE  COQUERY
30247,-87.44342186310288,STEPHEN G HOLTZMAN
30248,-70.01276527436752,CLAUDE  BERTRAND
30249,-62.95106887530663,PETER B MATTHEWS
30250,-76.67608501425441,C HARRY JARBOE
30251,-75.0,MARC  SINDOU
30252,-78.75,ALEXANDER ALEXEEVITCH FROLOV
30253,-75.0,GEORGE E SAVAGE
30254,-78.87908131916335,SHERMAN  WEISSMAN
30255,-80.87091822486015,FREDERICK  NAFTOLIN
30256,-71.62599369389902,KENNETH J ARROW
30257,-78.75,PIETER  NIEUWENHUIJSE
30258,-80.97542595158309,ERIC M SHOOTER
30259,-68.63828635815729,FRANK HERBERT SHAW
30260,-78.75,YEHEZKEL  BEN-ARI
30261,-70.7223015234315,RICHARD  HORN
30262,-75.0,CARSTEN  EULITZ
30263,-75.0,MARIA-NOVELLA  KIENZLE FOCACCI
30264,-73.49516877775707,SURAJ SUNIL PRADHAN
30265,-88.47835357203498,GUINEVERE  EDEN
30266,-75.0,JOHN  MONAHAN
30267,-86.76645792446386,GUY  MANASTER
30268,-60.104598519798856,FERNANDO  OCARANZA
30269,-56.44702772192901,RAY E BURGER
30270,-75.3673455513393,DOUGLAS G LAMPARD
30271,-73.94730296878008,JOE  HERBERT
30272,-72.43849696796043,NILS-AKE  HILLARP
30273,-73.76276527436752,GILLIAN  HAYES
30274,-80.00000000000001,THOMAS  COLLETT
30275,-71.62792914350754,JOEL F HABENER
30276,-64.86246687990395,GEORGE K SMELSER
30277,-75.0,ROBERT E LUBOW
30278,-78.75,MITUHIKO  HISADA
30279,-76.49560848684759,T  WAKABAYASHI
30280,-61.83010679161056,FRIEDRICH  DESSAUER
30281,-86.20103981187981,JEROME  PINE
30282,-73.3239149857456,CHARLES S RUBIN
30283,-78.85191126562633,JOHN A KIGER
30284,-83.34009032457647,SEAN B CARROLL
30285,-61.842612696466105,CHARLES THOMAS BRUES
30286,-86.48954357376856,NORBERT  PERRIMON
30287,-84.35680496149675,YVES  AGID
30288,-43.88737419926955,JOHN WILLIAM STRUTT
30289,-81.5786662745809,DONALD L PRICE
30290,-62.63126748317729,JOHN ARCHIBALD BROWNE GRAY
30291,-85.15193774892127,JEAN-JACQUES E SLOTINE
30292,-80.74374056935189,ED  HARLOW
30293,-78.75,ROLF  PFEIFER
30294,-75.0,STEVEN M ROTHMAN
30295,-83.07281521245854,ANDRE  PARENT
30296,-75.0,STEVEN J GARLOW
30297,-65.84196736870962,MIHAJLO  MESAROVIC
30298,-83.98321331325194,ARNOLD J MANDELL
30299,-66.71308159149251,WALTER F RIKER
30300,-65.22452937244418,DESMOND D BONNYCASTLE
30301,-63.727533892933,LEWIS LIBMAN ENGEL
30302,-81.36409287078766,JOHN S KELLY
30303,-84.32746767481349,RICK G SCHNELLMANN
30304,-74.6045119081856,BRUCE H WAINER
30305,-76.8277461785382,PETER R GRANT
30306,-75.0,HENRY  HECAEN
30307,-78.75,EMILY  GREKIN
30308,-75.0,NORMAN  HAUGHEY
30309,-78.75,GIUSEPPINA  RAVIOLA
30310,-79.0353001658455,PAOLO  DARIO
30311,-81.09351475372216,JORDAN  GRAFMAN
30312,-88.91617273945633,PETER A LICHTENBERG
30313,-76.0109403994063,NATHANIEL A BUCHWALD
30314,-79.52327229323723,KAI  SIMONS
30315,-75.0,DONALD  NOVIN
30316,-58.67169850194014,ARTHUR  HASSLER
30317,-84.1757908705853,FRANCO  LEPORE
30318,-87.44342186310288,DAVID A WALSH
30319,-88.48578640584341,ETTY N BENVENISTE
30320,-75.0,M KENT RYLANDER
30321,-84.55858620828182,JOHN H LAW
30322,-80.00000000000001,ERIC  WASSERMANN
30323,-78.75,CHRISTOPHER S COHAN
30324,-81.54004733381346,IRV  ZUBE
30325,-75.0,DAVID  NORRIS
30326,-78.75,SUSAN M RIVERA
30327,-70.01276527436752,GILLIAN  RHODES
30328,-75.0,KENNETH  ROEDER
30329,-75.0,HERMANN  ROHRER
30330,-66.57992761259982,TIBOR  PALFAI
30331,-57.46419377107391,HERMANN  REIN
30332,-88.91617273945633,LOUIS J MUGLIA
30333,-75.0,KATHRYN G TODD
30334,-79.93560397667538,ROGER F BUTTERWORTH
30335,-75.0,AKE  FLOCK
30336,-75.0,B  HOLMSTEDT
30337,-74.09007610257544,HUGH P C ROBINSON
30338,-75.0,OLIVIER  KOENIG
30339,-75.0,MICHAEL E DOHERTY
30340,-82.47742083079645,VINCENT L GRACCO
30341,-75.0,JEFF  PRESSING
30342,-73.14319503850325,MURRAY  LITTLEJOHN
30343,-70.01276527436752,GORAN  SEDVALL
30344,-71.88731177437211,MIHALY  LENHOSSEK
30345,-76.88104767405518,YVES  VON CRAMON
30346,-70.37718100282301,SUZANNE  KEMMER
30347,-78.75,VINOD  KUMAR
30348,-79.98723472563249,RICHARD E COGGESHALL
30349,-83.37458373091137,DANIEL M LANDERS
30350,-75.0,REMY  PUJOL
30351,-78.75,PAUL S GUTH
30352,-70.01276527436752,YURY  SHTYROV
30353,-68.95095604032454,BRUNO  BAUCH
30354,-75.94583157580112,DENIS ARTHUR HAYDON
30355,-70.01276527436752,PETER H ELLAWAY
30356,-75.0,MICHAEL  PERLIS
30357,-75.0,SYLVAN  KORNBLUM
30358,-75.0,JINFENG  HU
30359,-78.75,ROBERT P VERTES
30360,-75.0,CLIVE M BAUMGARTEN
30361,-45.23182779973587,ALFRED  WERNER
30362,-88.4760390493438,RIITTA  HARI
30363,-75.0,PETRA  KNAUS
30364,-47.685887538594535,ANTHONY  TAYLOR
30365,-73.84900291553402,DAVID  DEWHURST
30366,-81.31854506028095,DAVID  FLEMING
30367,-75.0,RAJESH  KHANNA
30368,-70.01276527436752,PETER EWEN KING-SMITH
30369,-78.75,ANDREW J SINCLAIR
30370,-75.0,MICHAEL  KALLONIATIS
30371,-84.94374174950634,NICHOLAS  SCHORK
30372,-85.43926806768745,DONALD H DEAN
30373,-62.64777169175484,HANS  DRISCHEL
30374,-75.0,GUY E SWANSON
30375,-88.47835357203498,NATHAN C WEED
30376,-75.0,ROLF MARTIN ZINKERNAGEL
30377,-75.0,NIELS KAJ JERNE
30378,-80.625,ANTHONY S MAIDA
30379,-70.01276527436752,JAMES  CURTIS
30380,-72.38804732839704,KENNETH LAMAR LANGE
30381,-73.91992000732884,GIDEON  INBAR
30382,-75.0,O CARTER SNEAD III
30383,-89.15823103886713,ALLISON  DRUIN
30384,-87.46911743363202,FELIX W WEHRLI
30385,-75.0,YA JIE  LIANG
30386,-79.98723472563249,JAMES W BODFISH
30387,-77.49021737259366,JONATHAN P BACON
30388,-80.00000000000001,JEAN-CLAUDE  FALMAGNE
30389,-78.75,JOHN W MORLEY
30390,-84.96932866537152,FREDERIC L HOLMES
30391,-80.05461982723916,DANIEL  BRANTON
30392,-80.00000000000001,NICK  KOUDAS
30393,-89.16736151526754,KELLY  TREMBLAY
30394,-87.44342186310288,HYNEK  HERMANSKY
30395,-79.98723472563249,ROLAND R ROY
30396,-66.19897196798249,STEVEN E MAYER
30397,-68.05441379018714,NIGEL C BENNETT
30398,-86.47530025351037,RICHARD E CARSON
30399,-82.07203791001486,JAMES A ASHTON-MILLER
30400,-87.44342186310288,DANIEL S BARTH
30401,-75.0,THOMAS E JOHNSON
30402,-87.44342186310288,KENNETH P WRIGHT
30403,-75.0,P KENNETH ROSE
30404,-85.43926806768745,CHARLES J HECKMAN
30405,-80.00000000000001,CARLO J DE LUCA
30406,-87.44342186310288,RALPH F FREGOSI
30407,-80.625,VLADIMIR M ZATSIORSKY
30408,-70.01276527436752,ALAN J MCCOMAS
30409,-79.98723472563249,DAVID  BURKE
30410,-87.44342186310288,DICK F STEGEMAN
30411,-78.25905326128753,KARL  HAINAUT
30412,-64.86523211146398,JOHN V BASMAJIAN
30413,-70.01276527436752,MICHAEL H CHASE
30414,-75.0,JANNE  AVELA
30415,-74.31549851203823,DANIEL  CUTLER
30416,-75.0,GARY K STEINBERG
30417,-63.41835119267746,PIERRE  WEIRTHEIMER
30418,-75.0,GERALD  EHRENSTEIN
30419,-80.00000000000001,ICHIJI  TASAKI
30420,-75.0,CAROLE M HACKNEY
30421,-82.50000000000001,HANS C FIBIGER
30422,-87.44342186310288,DANIEL H TURNBULL
30423,-75.0,EDWARD W WESTHEAD
30424,-75.0,NAPOLEON  CYBULSKI
30425,-75.0,WILLIAM B STALLCUP III
30426,-81.73889070132998,ROBERT  BALAZS
30427,-84.35680496149675,LINDA J VAN ELDIK
30428,-75.0,BRUCE W NEWTON
30429,-82.48355876772656,DAVID E DAVIS
30430,-71.45630821752151,HENRY  MCILWAIN
30431,-69.8112899535849,MICHAEL J CRUMPTON
30432,-79.57496374688965,ALBERT  KOK
30433,-87.77765439978107,JAN  THEEUWES
30434,-70.01276527436752,SHELLY  ALLEN
30435,-84.59115650703554,MICHAEL E ADAMS
30436,-75.0,CAROL  DEUTSCH
30437,-89.31292696785982,HANS  RIS
30438,-75.0,QINGFENG  HUANG
30439,-75.0,JEFFREY T BARTH
30440,-63.84357497726339,RICHARD  NAUGLE
30441,-75.0,JACOB O SINES
30442,-78.99348638369749,DONALD K ROUTH
30443,-79.99575933485394,JANE HOLMES BERNSTEIN
30444,-85.44695228008807,GEORGE  WINOKUR
30445,-75.0,FRITZ  ANDERS
30446,-78.75,PETER  FRIEDRICH
30447,-77.05414579190702,JULIAN  LEWIS
30448,-73.7001654112314,RUPERT  RIEDL
30449,-79.98723472563249,JAC LEWIS HERBERG
30450,-75.0,MOSHE  EIZENMAN
30451,-75.0,JAMES  SURMEIER
30452,-72.72972878888542,JOHN M BUCHANAN
30453,-75.0,ANJALI  MUKHERJEE
30454,-63.024934983355465,ALFRED  GIERER
30455,-70.7223015234315,MARY JEANNE KREEK
30456,-75.0,JAVAD  MIRNAJAFIZADEH
30457,-83.69796874515377,CHARLES MASAMED MARCUS
30458,-74.09041975462897,JESUS  FLOREZ
30459,-87.44342186310288,DAVID L DEITCHER
30460,-74.2525239025442,PHILIP J ROBINSON
30461,-80.68645674098966,LARS-GORAN  NILSSON
30462,-73.91992000732884,RACHID  DERICHE
30463,-70.01276527436752,WILLIAM  WINLOW
30464,-78.22195572467561,FRANS ADRIANUS ANTONIUS MARIA VAN WINDEN
30465,-75.0,JOSEPH  LISTER
30466,-75.0,ANDRE  VANDIERENDONCK
30467,-84.91270579502883,MICHAEL D COLE
30468,-73.14319503850325,NABIL HASSAN FARHAT
30469,-75.0,RICHARD A OLSHEN
30470,-76.88104767405518,EDGAR  HABER
30471,-72.43850231188443,MICHAEL  HEIDELBERGER
30472,-64.80888497337706,GEORG ERHARDT HAMBERGER
30473,-76.65550615721945,MICHAEL G HADFIELD
30474,-75.0,NANCY E BADIA-ELDER
30475,-80.00000000000001,JENNIFER  VENDEMIA
30476,-75.0,ERTAN  YURDAKOS
30477,-75.0,DAVID A KOBUS
30478,-84.35680496149675,GARY E SCHWARTZ
30479,-83.56925192031818,BARBARA  STRUPP
30480,-75.0,HIDEO  TANIURA
30481,-68.45995266618655,FORREST F WEIGHT
30482,-75.0,KEITH  LANGLEY
30483,-70.01276527436752,DANIEL A GOODENOUGH
30484,-77.82383834248768,V ADRIAN  PARSEGIAN
30485,-76.66251956505988,WAYNE M GETZ
30486,-79.98723472563249,KIKURO  FUKUSHIMA
30487,-87.44342186310288,CAREN M ROTELLO
30488,-87.23986463940095,JAMES M CHEVERUD
30489,-88.25469054401397,KENT B MONROE
30490,-75.0,JURGEN  JOST
30491,-75.0,KLAUS  OBERMAYER
30492,-75.0,NICHOLAS  MROSOVSKY
30493,-75.0,PHILIP  STORK
30494,-75.0,CHRISTIAN  PLEWNIA
30495,-86.18669809859479,LAWRENCE G PALMER
30496,-75.0,JOHN  HART
30497,-79.98723472563249,YVES  BURNOD
30498,-75.0,DONALD M THOMPSON
30499,-89.90846809131578,JAMES W SIMPKINS
30500,-85.43926806768745,JOHN T POVLISHOCK
30501,-83.72662623771073,GEORGE ALEXANDER FEIGEN
30502,-86.17887720905709,PETER C M VAN ZIJL
30503,-68.94723285417547,KEVIN G MUNHALL
30504,-75.0,MARTIN  BOGDAN
30505,-73.91992000732884,RICHARD I KITNEY
30506,-69.74222802221102,ALAN D ALLPORT
30507,-60.81858937974005,THEODORUS  BEZA
30508,-72.91235437546253,JAN FREDERIK SCHOUTEN
30509,-70.01276527436752,JOACHIM RUDOLF WOLFF
30510,-69.83011054185168,WALTER  KROLL
30511,-69.01804129840421,WILLIAM R DAWSON
30512,-80.04278412392232,MICHAL KAZIMIERZ HELLER
30513,-80.00000000000001,MARTIN  RAUBAL
30514,-75.0,JAMES M EDIE
30515,-75.0,ARMANDO  GOMEZ PUYOU
30516,-75.0,DAVID  SPANSWICK
30517,-63.97982934832609,PHILIPP ABRAHAM KOHNSTAMM
30518,-75.0,BRIGITTE L KIEFFER
30519,-75.0,STEPHANE  PALFI
30520,-48.759317641609805,ESAIE  COLLADON
30521,-75.0,THOMAS  ERASTUS
30522,-80.00000000000001,PHILIP T QUINLAN
30523,-75.0,PATRICK D LYDEN
30524,-75.0,MIRJANA  RANDIC
30525,-75.0,DANIELA  MONTALDI
30526,-75.0,RICCARDO  ZECCHINA
30527,-81.0,THEO  GEISEL
30528,-88.32143284813323,J THOMAS PARSONS
30529,-60.05289224472644,PETRUS  RAMUS
30530,-75.0,ABRAHAM  CALOV
30531,-78.75,MARK LOUIS DELL'ACQUA
30532,-61.64460388297795,WILLIAM H HUGGINS
30533,-80.00000000000001,WAYNE A WICKELGREN
30534,-68.31857057464103,AGOSTINO  GEMELLI
30535,-75.00112058322989,HOWARD  YONAS
30536,-79.4486917503681,ASTA KRISTINE HABERG
30537,-75.0,ERNIE  PUIL
30538,-75.0,PHILIPPE  OBERLING
30539,-75.0,NICHOLAS  COLLIAS
30540,-75.0,MARCO A JOSE
30541,-29.05295018080305,ANDREW PRESTON PEABODY
30542,-79.27769847656852,MARTA  OLIVETTI BELARDINELLI
30543,-85.94435462684585,TOSHIO  NARAHASHI
30544,-75.66699464123519,GREGOIRE  NICOLIS
30545,-80.00000000000001,SU-CHUN  ZHANG
30546,-70.01276527436752,MOSES  MENDELSSOHN
30547,-75.0,MARC  PARMENTIER
30548,-87.46911743363202,DIOMEDES E LOGOTHETIS
30549,-73.75972192643704,APKAR VANIA APKARIAN
30550,-70.83116437999615,MICHAEL L SINNOTT
30551,-80.61895232594483,GERHARD M  TECHNAU
30552,-22.37656656180668,ROBERT  HARE
30553,-75.0,HARRIS  ISBELL
30554,-84.77575149219604,PHILIP  HOLMES
30555,-88.47835357203498,GARY  GUDELSKY
30556,-79.98758396378418,GORDON MAYER TOMKINS
30557,-79.98723472563249,JOHN  GARTHWAITE
30558,-79.98723472563249,LEO E HOLLISTER
30559,-75.0,ANN C BONHAM
30560,-68.45995266618655,MANUEL  SAMUELIDES
30561,-66.23797813805703,CHRISTOPH  GUDERMANN
30562,-75.0,CESARE  CASELLA
30563,-70.01276527436752,EDOUARD  TOULOUSE
30564,-79.68131348877492,JACK J KRAMER
30565,-75.0,JENS  HAUEISEN
30566,-75.0,CLARENCE WILLIAM BROWN
30567,-76.7016053051811,WAYNE  VAN HUSS
30568,-75.0,DAVID  WINTER
30569,-75.0,A KATRIN SCHENK
30570,-78.75,ARNOLD  STARR
30571,-84.94374174950634,GERALD E LOEB
30572,-75.0,HAMID I AKBARALI
30573,-82.08833917737975,RICHARD A HUGHES
30574,-75.0,ALFRED  GEORGE JR
30575,-83.91868373210714,CECILIA  HILLARD
30576,-70.50928466245719,WILLIAM K STELL
30577,-72.59111826156466,JACOB  MEY
30578,-75.0,JAMES I MORGAN
30579,-70.50928466245719,HARRY  BARROW
30580,-88.21585466517506,TERRY M NETT
30581,-75.75489870696359,HEINZ  HECKHAUSEN
30582,-75.0,RODRIGO  ITURRIAGA
30583,-80.00248626169467,PETER T FOX
30584,-75.83055681217253,ELIAS  LAZARIDES
30585,-75.0,LUTZ THILO  WASSERTHAL
30586,-78.75,RALPH A NIXON
30587,-81.54659997365069,JACK  OBZRUT
30588,-80.95027415403163,THOMAS  EISNER
30589,-89.94611818838288,MALCOLM JAMES REE
30590,-75.0,PAUL E GOTTSCHALL
30591,-79.92890516629531,CARLO ARRIGO UMILTA
30592,-87.46911743363202,BENJAMIN A PYYKKONEN
30593,-79.9890881397123,ROBERT F GILMOUR
30594,-70.01276527436752,CAMILLE  DELEZENNE
30595,-83.5780778350181,PEER  BORK
30596,-75.0,LEO A M VERBEEK
30597,-76.15742641810078,ROBERT WALTON TOUCHBERRY
30598,-77.7020472868473,JOHN LEONARD JINKS
30599,-87.46911743363202,WALTER C LOW
30600,-75.0,PETER  BEEK
30601,-87.44342186310288,DAVID  MEYER
30602,-81.77950168011947,PAVEL A PEVZNER
30603,-79.98723472563249,JOHN LANGWORTHY FULLER
30604,-59.02856776321364,MARIANO  YELA
30605,-75.0,SYMEON THE STUDITE EULABES
30606,-89.24053150347,HOWARD J FEDEROFF
30607,-79.98723472563249,C L RALPH
30608,-75.0,HENRY R BOURNE
30609,-75.0,CARLOS A JIMENEZ-RIVERA
30610,-72.85049115597035,MELVILL  JONES
30611,-75.0,MARTIN  CASSELL
30612,-75.0,DON  KELLY
30613,-61.49915768246238,JAMES D MURRAY
30614,-75.0,FRANCISCO  CERVANTES
30615,-67.27268875212727,JOHN C SCOTT
30616,-75.0,MARGARET A BARON
30617,-75.0,MICHAEL  HENNESSY
30618,-83.68308296886921,GUILLEN  FERNANDEZ
30619,-70.01276527436752,JACQUES  BENOIT
30620,-81.109968225932,OLIVER  SMITHIES
30621,-75.0,HERMANN  STEFAN
30622,-75.0,MATTI  HAMALAINEN
30623,-70.41403944632907,JUAN PETER QUILLIAM
30624,-72.85719203338581,DAVID A BROWN
30625,-79.49071533754282,ELISEO A EUGENIN
30626,-75.0,F A MASTERSON
30627,-75.0,FRED CORNELIUS WALBERG
30628,-80.00000000000001,RON  MANDEL
30629,-80.56234333813563,GIORGIO  MACCHI
30630,-78.75,AVTAR  ROOPRA
30631,-73.84166782268477,SAMUEL M MCCANN
30632,-79.78129203004968,JORGE  ACEVES
30633,-75.0,ALAN  SCHATZBERG
30634,-87.2020297348292,RICHARD E JONES
30635,-75.85238952073816,ROBERT  NAQUET
30636,-85.64970509077436,CELIA  BROSNAN
30637,-75.0,LINDA  HERMER
30638,-76.36264097624101,BRIAN  ROBERTS
30639,-75.0,SEYMOUR  FISHER
30640,-77.62884462633772,FRANK E MARBLE
30641,-78.60141512140586,GERALD F GEBHART
30642,-75.0,P MICHAEL CONN
30643,-75.0,ANDREW  SCHOLTZ
30644,-75.0,WILLIAM R MARKESBERY
30645,-78.75,KENNETH W HORCH
30646,-70.01276527436752,MATTHIAS  MARTINIUS
30647,-88.47261050117152,CAROL  CICERONE
30648,-86.20103981187981,ANTHONY Y STRINGER
30649,-79.98723472563249,JEAN PIERRE  SIGNORET
30650,-75.0,BRADLEY  PETERSON
30651,-70.50928466245719,JEAN  MASSOULIE
30652,-75.0,NAREN  RAMANAN
30653,-75.38842188282138,ESHEL  BEN-JACOB
30654,-79.84762113104577,RICHARD  PERHAM
30655,-80.625,PATRICIA E PHELPS
30656,-75.0,JOHN S WATSON
30657,-78.1303914498341,KENZO  KURIHARA
30658,-69.6334458132868,GLENN K MORRIS
30659,-86.18669809859479,CHARLES R LARSON
30660,-78.60141512140586,DAVID K MENON
30661,-75.0,WILLIAM T KEETON
30662,-75.0,RUTH  SLACK
30663,-86.2140177350174,PIO  TUDELA
30664,-85.44695228008807,GLYN  HUMPHREYS
30665,-77.50556768349387,NICOLAS G BAZAN
30666,-83.38898118086676,CAROL E MILLIGAN
30667,-75.0,NACHSHON  MEIRAN
30668,-85.33235434044973,AARON TEMKIN BECK
30669,-43.92979672627081,JEAN-BAPTISTE MICHEL BUCQUET
30670,-82.49133832217866,MICHAEL R KILBOURN
30671,-75.0,STANLEY J WEISS
30672,-75.0,RONALD H PETERS
30673,-70.63363784418526,JUAN A IZQUIERDO
30674,-74.68577515499712,C DANIEL GEISLER
30675,-84.99123419536556,DONALD V COSCINA
30676,-87.39193510332589,CARLOS  CASTILLO-CHAVEZ
30677,-75.0,HANS-JOCHEN  HEINZE
30678,-75.0,ZOLTAN F KISVARDAY
30679,-84.94374174950634,JONATHAN  PEVSNER
30680,-78.75,VINCENZO  PERCIAVALLE
30681,-64.39490475431991,SEWALL  WRIGHT
30682,-75.0,JOAO BATISTA CALIXTO
30683,-75.0,R M C DAWSON
30684,-75.0,O  LINDBERG
30685,-75.0,M J SHIPSTON
30686,-75.0,PENDLETON READ MONTAGUE JR
30687,-65.04489928647087,JOHANN  MULLER
30688,-75.0,ILARIA  REBAY
30689,-75.0,J F LUBAR
30690,-84.35680496149675,CARRIE  RANDALL
30691,-80.00000000000001,BERNHARD  FRANKENHAEUSER
30692,-75.0,KENJI  FUKASAWA
30693,-79.98723472563249,NICHOLAS J MACKINTOSH
30694,-75.0,GEORGE  HOUGHTON
30695,-85.43926806768745,FRED  COHEN
30696,-67.55574580602104,FRANCOIS  COUDORE
30697,-75.0,RAJIV P SHARMA
30698,-75.0,PAUL ANTOINE SALIN
30699,-75.0,JOHANN ANDREAS SCHMITZ
30700,-60.54394684944223,YIDAO  CAI
30701,-81.23763034524684,PIOTR  BREGESTOVSKI
30702,-75.0,TIBOR  HARKANY
30703,-82.47332243959222,MARK M VOIGT
30704,-70.50928466245719,RICHARD J CENEDELLA
30705,-87.44342186310288,MICHAEL B ROBINSON
30706,-76.5664495222296,STEPHEN W PORGES
30707,-75.0,JAMES A ANDERSON
30708,-75.0,TY W ABEL
30709,-84.35680496149675,ALEXEY L BYZOV
30710,-77.15935640209511,HANS ALBRECHT BETHE
30711,-75.0,NIKOLAY ANDREEVICH VINOGRADOV
30712,-80.00000000000001,ALEKSEI YAKOVLEVICH KOZHEVNIKOV
30713,-75.0,SERGEY VASILYEVICH KRAVKOV
30714,-75.0,BETTY Q BANKER
30715,-75.0,CATHERINE  BERGERON
30716,-84.35680496149675,KONRAD  BEYREUTHER
30717,-75.0,THOMAS A ESKIN
30718,-75.0,C MILLER FISHER
30719,-76.80201485160552,REINHARD L FRIEDE
30720,-78.75,JEROME  BADAUT
30721,-75.0,PATRICK  BLADER
30722,-75.0,BERNARDINO  GHETTI
30723,-75.0,HENRIK A HARTMANN
30724,-75.0,MIKHAIL YAKOVLEVICH RABINOVICH
30725,-78.75,HERMANN  HAKEN
30726,-64.76015597020661,MAKOTO  NAGAO
30727,-75.0,GORDON K KLINTWORTH
30728,-75.0,DENNIS  FIORINO
30729,-80.12494616656053,TERESA  MENG
30730,-75.0,MIRIAM  BEN-PERETZ
30731,-75.0,HANS  REICHENBACH
30732,-88.37724197504599,JOHN E TREHERNE
30733,-87.44342186310288,OLIVIER  CIVELLI
30734,-75.0,WILLIAM W SCHLAEPFER
30735,-70.50928466245719,FRANZ  SEITELBERGER
30736,-75.0,M CARTER CORNWALL
30737,-75.0,JOSHUA A SONNEN
30738,-81.25000000000001,ERIK  ESSEN-MOLLER
30739,-75.0,MARTIN J HUMPHRIES
30740,-70.01276527436752,FRANCIS  BURIAN
30741,-76.88104767405518,F STEPHEN VOGEL
30742,-75.0,ELIAS E MANUELIDIS
