y,comp-1,comp-2,label
0,8.55632,28.212364,ICASSP(Signal Processing)
0,-0.18110341,28.063076,ICASSP(Signal Processing)
0,-3.8816013,22.851406,ICASSP(Signal Processing)
0,3.6180978,21.602032,ICASSP(Signal Processing)
0,3.94653,25.673403,ICASSP(Signal Processing)
0,-33.501312,-26.727095,ICASSP(Signal Processing)
0,3.6291347,25.174038,ICASSP(Signal Processing)
0,4.5612564,28.628052,ICASSP(Signal Processing)
0,8.36745,25.755564,ICASSP(Signal Processing)
0,14.763833,20.76739,ICASSP(Signal Processing)
0,4.695511,29.299522,ICASSP(Signal Processing)
0,2.661698,23.032436,ICASSP(Signal Processing)
0,17.107687,15.338471,ICASSP(Signal Processing)
0,10.221743,21.568857,ICASSP(Signal Processing)
0,-24.307713,-1.3065561,ICASSP(Signal Processing)
0,1.1251355,25.162535,ICASSP(Signal Processing)
0,14.627877,23.086065,ICASSP(Signal Processing)
0,2.4114857,24.683065,ICASSP(Signal Processing)
0,25.155806,10.151852,ICASSP(Signal Processing)
0,7.0865226,23.145695,ICASSP(Signal Processing)
0,-2.6516244,25.728123,ICASSP(Signal Processing)
0,-1.611222,20.960016,ICASSP(Signal Processing)
0,1.8742111,25.42395,ICASSP(Signal Processing)
0,-2.6912997,23.60029,ICASSP(Signal Processing)
0,6.273016,31.16894,ICASSP(Signal Processing)
0,-5.131024,16.264116,ICASSP(Signal Processing)
0,10.096455,19.37368,ICASSP(Signal Processing)
0,8.848573,16.823553,ICASSP(Signal Processing)
0,0.5539372,26.922195,ICASSP(Signal Processing)
0,9.909519,25.175335,ICASSP(Signal Processing)
0,-3.555748,25.540358,ICASSP(Signal Processing)
0,-1.8659109,27.726969,ICASSP(Signal Processing)
0,6.923941,27.11635,ICASSP(Signal Processing)
0,8.174686,30.64527,ICASSP(Signal Processing)
0,5.8042965,28.846247,ICASSP(Signal Processing)
0,11.371033,21.152817,ICASSP(Signal Processing)
0,-8.707015,20.712519,ICASSP(Signal Processing)
0,10.553238,29.40564,ICASSP(Signal Processing)
0,5.3379016,30.024616,ICASSP(Signal Processing)
0,-1.781219,24.36157,ICASSP(Signal Processing)
0,13.617311,26.796577,ICASSP(Signal Processing)
0,4.274387,25.342033,ICASSP(Signal Processing)
0,-2.6284745,23.77075,ICASSP(Signal Processing)
0,9.614419,21.486639,ICASSP(Signal Processing)
0,-1.7217704,23.793951,ICASSP(Signal Processing)
0,8.600119,28.707428,ICASSP(Signal Processing)
0,-3.1087947,24.117807,ICASSP(Signal Processing)
0,12.704431,23.803581,ICASSP(Signal Processing)
0,5.0802135,24.095577,ICASSP(Signal Processing)
0,10.385954,18.160833,ICASSP(Signal Processing)
0,0.78119045,31.373465,ICASSP(Signal Processing)
0,2.5887735,23.956903,ICASSP(Signal Processing)
0,7.275262,28.026533,ICASSP(Signal Processing)
0,18.237259,25.773668,ICASSP(Signal Processing)
0,2.947559,27.063993,ICASSP(Signal Processing)
0,20.651232,14.170809,ICASSP(Signal Processing)
0,1.0602086,27.676405,ICASSP(Signal Processing)
0,35.464024,9.929242,ICASSP(Signal Processing)
0,7.694519,26.884235,ICASSP(Signal Processing)
0,9.968297,9.123566,ICASSP(Signal Processing)
0,-11.293335,-6.8887596,ICASSP(Signal Processing)
0,3.1543157,26.906132,ICASSP(Signal Processing)
0,3.1755276,31.007366,ICASSP(Signal Processing)
0,27.318714,26.654953,ICASSP(Signal Processing)
0,6.1503873,23.322783,ICASSP(Signal Processing)
0,-5.782208,27.230247,ICASSP(Signal Processing)
0,8.026192,9.983487,ICASSP(Signal Processing)
0,-34.398003,14.083844,ICASSP(Signal Processing)
0,14.355461,20.621569,ICASSP(Signal Processing)
0,3.1113367,25.46378,ICASSP(Signal Processing)
0,4.9925017,28.71315,ICASSP(Signal Processing)
0,2.6297522,23.835274,ICASSP(Signal Processing)
0,2.0056157,24.558075,ICASSP(Signal Processing)
0,13.561108,26.807753,ICASSP(Signal Processing)
0,10.760403,29.56859,ICASSP(Signal Processing)
0,-2.243982,23.76112,ICASSP(Signal Processing)
0,-7.3298264,21.171476,ICASSP(Signal Processing)
0,26.184795,29.375252,ICASSP(Signal Processing)
0,10.879106,26.205254,ICASSP(Signal Processing)
0,6.2687235,26.209963,ICASSP(Signal Processing)
0,15.561928,28.845467,ICASSP(Signal Processing)
0,-2.6892676,26.011578,ICASSP(Signal Processing)
0,-21.330154,-2.0552285,ICASSP(Signal Processing)
0,2.3780086,22.919172,ICASSP(Signal Processing)
0,4.287091,29.240196,ICASSP(Signal Processing)
0,-11.81029,18.482605,ICASSP(Signal Processing)
0,6.4605103,27.208317,ICASSP(Signal Processing)
0,38.579823,-2.5132742,ICASSP(Signal Processing)
0,6.4056706,29.648159,ICASSP(Signal Processing)
0,3.2230008,24.726742,ICASSP(Signal Processing)
0,0.84150994,27.846058,ICASSP(Signal Processing)
0,8.583918,24.249735,ICASSP(Signal Processing)
0,21.353441,12.97995,ICASSP(Signal Processing)
0,8.051221,23.785774,ICASSP(Signal Processing)
